11.07.2013 16:15:54;156184;199840;0;00:13:56.7425637
11.07.2013 16:16:09;156168;199824;0;00:14:03.8250091
11.07.2013 16:16:24;156168;199824;0;00:14:10.9074545
11.07.2013 16:16:39;156184;199840;0;00:14:17.8338989
11.07.2013 16:16:54;156168;199824;0;00:14:24.7135430
11.07.2013 16:18:46;156168;199824;0;00:15:17.2078795
11.07.2013 16:19:01;159868;203524;0;00:15:24.3371252
11.07.2013 16:19:16;156184;199840;0;00:15:31.4507708
11.07.2013 16:19:31;156168;199824;0;00:15:38.5488163
11.07.2013 16:19:46;156192;199872;0;00:15:45.8028628
11.07.2013 16:20:01;156208;199888;0;00:15:53.1505099
11.07.2013 16:20:16;156192;199872;0;00:16:00.8257591
11.07.2013 16:20:31;156196;199884;0;00:16:08.0954057
11.07.2013 16:20:46;159388;203588;0;00:16:15.4118526
11.07.2013 16:21:01;160468;204388;0;00:16:22.8531003
11.07.2013 16:21:16;156200;199876;0;00:16:30.0915467
11.07.2013 16:21:31;159908;203556;0;00:16:37.4235937
11.07.2013 16:21:46;156192;199872;0;00:16:45.0364425
11.07.2013 16:22:01;156192;199840;0;00:16:52.1500881
11.07.2013 16:22:16;156208;199888;0;00:16:59.4353348
11.07.2013 16:22:31;156192;199872;0;00:17:06.4709799
11.07.2013 16:22:46;156192;199872;0;00:17:13.6314258
11.07.2013 16:23:01;159908;203588;0;00:17:21.0882736
11.07.2013 16:23:16;156192;199872;0;00:17:28.4047205
11.07.2013 16:23:31;158876;202556;0;00:17:35.4247655
11.07.2013 16:23:46;156212;199892;0;00:17:42.9128135
11.07.2013 16:24:01;156196;199876;0;00:17:50.1824601
11.07.2013 16:24:16;157012;200692;0;00:17:57.5301072
11.07.2013 16:24:31;156196;199876;0;00:18:04.7061532
11.07.2013 16:24:46;156196;199876;0;00:18:12.0538003
11.07.2013 16:25:01;160416;205300;0;00:18:19.2766466
11.07.2013 16:25:16;156196;199876;0;00:18:26.5306931
11.07.2013 16:25:31;156196;199876;0;00:18:33.7067391
11.07.2013 16:25:46;158080;201760;0;00:18:41.0855864
11.07.2013 16:26:01;156196;199876;0;00:18:48.3396329
11.07.2013 16:26:16;159908;203592;0;00:18:55.4376784
11.07.2013 16:26:31;158080;201760;0;00:19:02.8165257
11.07.2013 16:26:46;156196;199876;0;00:19:10.1485727
11.07.2013 16:27:01;156196;199876;0;00:19:17.6366207
11.07.2013 16:27:16;156212;199892;0;00:19:25.0622683
11.07.2013 16:27:31;156196;199876;0;00:19:32.4723158
11.07.2013 16:27:46;156196;199876;0;00:19:39.6015615
11.07.2013 16:28:01;156212;199892;0;00:19:46.9180084
11.07.2013 16:28:16;156196;199876;0;00:19:54.1564548
11.07.2013 16:28:31;158880;202560;0;00:20:01.1764998
11.07.2013 16:28:46;156212;199892;0;00:20:08.4929467
11.07.2013 16:29:01;159896;203576;0;00:20:15.7469932
11.07.2013 16:29:17;158884;202572;0;00:20:22.8762389
11.07.2013 16:29:32;156196;199876;0;00:20:30.3174866
11.07.2013 16:29:47;156196;199876;0;00:20:37.4779325
11.07.2013 16:30:02;156212;199892;0;00:20:44.7787793
